,nv,id,ms,il,nj,pa,ca,ks,wi,nd,ar,tx,nh,fl,co,de,tn,mo,me,va,in,ok,mn,ri,la,ga,sd,mi,oh,nm,sc,vt,ia,ct,or,md,ny,wa,ma,az,nc,ut,ky,wy,mt,ak,ne,hi,al,dc,wv
2020-11-19,2371,1542,1395,14612,4220,7126,17167,401,7152,2782,2238,14269,528,9085,6106,392,4045,5281,225,1953,7295,2927,7864,0,9063,2656,1071,7955,0,3665,5653,149,4195,2353,1204,2910,5310,1986,2532,4123,4101,3955,3634,894,1228,574,2629,107,2424,213,1121
2020-11-20,1817,1779,1638,13012,3588,6808,16467,5562,6929,1530,2061,13795,520,9085,5766,649,3004,4916,165,2543,6816,2909,6794,0,4839,2799,1328,9917,0,2982,0,149,4359,2088,1302,2353,5468,2132,2288,4471,3113,4563,3819,960,1473,538,2358,95,2463,130,1079
2020-11-21,1990,1077,1972,11891,4669,6778,17451,264,10756,1143,1905,14922,484,8409,6110,506,4053,2470,236,2348,6878,3663,6252,0,0,3023,1144,8091,37921,2342,0,86,3627,0,1493,2885,5973,1718,3018,3638,3800,3379,3698,0,1256,474,1352,162,2335,153,1121
2020-11-22,0,819,772,10012,3968,7075,12271,74,4112,716,1352,9769,317,5885,3923,526,3429,2142,185,2114,6183,3406,7205,0,4455,1984,848,0,8133,2456,0,84,3399,0,1502,2160,5391,0,2721,4331,2426,3136,2196,1040,1141,657,1053,122,1798,190,880
2020-11-23,4455,0,696,8322,3581,4762,10191,7030,0,1000,1017,7641,444,7032,3688,403,5570,6636,255,3238,5553,3544,6343,0,0,1816,786,11942,11885,2252,6392,84,1663,5271,1163,1666,5906,6277,1785,2659,4891,2299,2132,1262,700,592,1840,113,1572,139,634
2020-11-24,2840,3077,675,9469,4275,6669,21030,940,6054,1079,2122,16580,340,8556,4151,444,2216,5109,227,2545,5643,2736,6416,0,4477,2431,1011,6783,8604,2099,3353,48,3860,540,1000,1667,4881,3481,2225,4544,4219,2721,2605,528,1121,516,346,60,2787,119,968
2020-11-25,2624,1774,1092,11378,4042,6759,20578,5141,5606,0,1965,18811,0,8376,4191,309,2063,4467,238,2718,5993,3947,6387,6456,0,2358,1283,4687,10835,1855,0,66,3365,1872,1170,2697,6265,2887,3224,3981,3098,1819,3302,802,0,511,1859,108,2453,107,969
2020-11-26,0,0,1746,12022,4473,8425,20691,0,2723,1754,2347,14697,394,0,6052,585,2187,906,0,2596,6383,0,5698,0,0,2904,0,0,0,1694,0,0,0,0,0,2319,6933,0,0,3477,4005,481,0,0,2111,674,4819,117,2639,220,1129
2020-11-27,3982,1988,1005,7574,4095,7360,9179,4599,4198,0,1053,3987,0,17344,4270,577,5305,3736,0,1544,5639,3223,9022,0,4943,2389,2137,17337,0,2055,4006,178,4597,3429,2329,2378,8176,4262,4464,4312,3441,5614,5607,1168,182,626,1079,90,917,201,867
2020-11-28,2883,1169,1553,7873,3080,8053,17990,485,3963,1424,1349,4325,0,6277,4330,494,5442,2488,244,3174,4491,6249,0,0,1604,2634,820,8373,31689,2130,1218,28,2239,0,1674,1590,6063,2467,2887,4136,3822,2091,2435,0,1051,843,1254,76,2119,371,800
2020-11-29,1140,628,1845,7178,4561,5528,18104,0,2790,0,1221,6995,0,7363,3489,592,4742,2172,249,2318,4302,1731,8946,0,0,1665,799,0,0,1431,0,67,2012,0,1613,1999,6723,2066,2499,3221,2733,1598,2734,549,953,554,1134,56,2236,140,1151
2020-11-30,1574,1409,1485,6190,3190,4283,16033,4742,4618,0,1112,11510,2218,6659,4134,428,5544,6781,225,1895,5659,2198,5794,0,230,1528,566,10798,6631,1681,1358,72,1183,4714,1312,1923,6819,2275,1203,822,3998,1987,2126,827,400,600,1892,85,2294,104,845
2020-12-01,2658,1605,1141,12542,4606,5662,32556,389,4592,1479,1950,18810,772,8847,4405,665,6011,5138,226,2230,5411,1735,3549,0,8920,2806,448,6512,9030,2326,1425,67,1924,1459,1223,2765,7285,2239,2845,10322,4196,2552,4123,500,1006,579,238,43,3377,133,978
2020-12-02,2067,1430,2457,9757,4296,8291,34368,4609,5487,976,2212,19222,566,9994,3863,358,6710,4644,344,2413,6625,2863,5165,5801,0,4053,1291,7426,7835,1544,1923,222,2964,2672,1506,2220,8973,3125,4634,3840,5489,3934,3600,702,1135,544,3901,76,3928,157,1086
2020-12-03,2432,1718,2167,10959,4793,11400,33453,385,5650,837,2789,17552,593,10870,6037,753,2515,4596,291,2026,8460,1707,6149,0,2744,4371,1144,7640,8921,1899,2228,181,2926,4751,1133,2044,9855,2098,6477,5442,2881,4005,3837,571,782,707,2129,142,3531,322,2266
2020-12-04,2845,1911,2481,10526,5663,11647,31818,6088,5727,0,2825,16796,765,10076,5013,960,4822,4251,0,2870,7909,4827,5347,0,3091,4944,1048,9749,10114,2073,2950,121,2899,1538,2144,3792,11271,1794,5192,5680,5609,3055,3584,659,1314,735,1683,104,3840,316,0
2020-12-05,3139,1346,1942,9887,5324,12683,31821,0,3094,550,2245,14391,448,9793,5121,699,5393,2130,283,3735,7697,4369,6308,0,0,3717,909,6308,10469,1921,3222,131,2371,0,1803,3193,10761,1562,5358,6799,5872,3521,3879,0,631,876,2197,133,3390,392,1401
2020-12-06,2490,0,1473,7598,6030,8557,24305,86,2845,476,1543,10380,633,7992,3222,797,3074,1818,222,3862,6601,3239,5581,0,3938,1805,686,0,7592,1232,2864,121,1868,0,1255,2643,9702,1654,4747,5376,6432,2646,2566,580,806,851,273,104,2288,0,1425
2020-12-07,2316,2185,1263,8691,3563,6322,18256,5264,4097,349,1119,9491,1045,7144,4036,799,4061,5962,427,3764,5656,1899,5289,0,1025,4854,509,9824,9273,1859,2553,65,914,8129,1293,2302,7302,6956,2463,1567,5046,2207,1962,668,714,710,2266,81,2351,447,0
2020-12-08,2633,2013,1732,7910,5476,10130,40934,457,4048,494,2283,19850,807,9735,3970,753,7166,4570,0,3896,5401,2304,3049,0,2418,3690,542,6676,25721,0,2302,100,1393,2414,1341,2632,9335,2924,3330,12314,4002,2371,3076,490,756,612,1459,53,4437,270,2063
2020-12-09,2727,2298,2746,8256,4431,8687,41294,5671,4765,2329,2327,13598,969,9591,3774,929,8105,3842,679,4491,5770,2306,4508,8744,4364,3751,982,5342,10094,3003,2490,105,2545,2290,1158,2692,10600,2535,5301,4444,6495,2588,3468,408,777,581,1398,80,3522,265,1402
2020-12-10,2181,1825,2283,11101,5120,11783,41653,272,4435,561,2202,15299,681,11336,4647,643,5826,3884,407,3937,6536,2461,3501,0,2403,6062,703,6302,11738,1781,2242,128,2244,2431,1545,3202,10178,2551,4699,4928,5556,3362,4314,340,747,547,1759,123,4735,244,1231
2020-12-11,1503,1581,2327,9420,3650,13394,40782,5229,4647,507,2770,14451,1187,11699,4677,782,8935,3900,345,3400,7205,3900,3759,0,2868,4730,946,5623,10359,1834,3540,128,2043,3782,1588,2616,10595,3141,5424,6983,7539,2199,3669,562,968,624,1131,87,3853,259,943
2020-12-12,3644,1023,2665,8737,6240,11084,40015,45,2932,376,2628,16360,784,10577,3963,1058,6081,2037,414,4173,7407,3983,4430,0,0,4830,734,4806,11252,1793,3572,85,1940,0,0,3538,11129,4180,4968,8077,6154,3704,3537,121,754,583,841,0,0,286,1515
2020-12-13,2777,544,1373,7216,4154,10617,30664,14,2965,280,1450,8349,712,8958,2560,584,8985,1643,303,3293,5906,4327,3425,0,4415,4309,631,0,9266,1442,3408,127,1239,0,0,2638,10194,2327,4677,6675,6819,2083,2391,453,686,529,1110,0,0,231,1066
2020-12-14,2461,1041,1775,7214,4798,7912,20871,4655,3512,196,1355,9430,919,8445,2910,997,11301,5589,426,3229,4966,2102,3015,0,1043,3288,316,7486,7875,1499,2570,104,654,7231,0,2314,9044,1734,3572,10667,4766,1924,1778,415,0,638,523,0,9112,164,1176
2020-12-15,2231,1802,2205,7359,3966,9673,49271,285,2905,325,2141,18397,670,9418,2272,685,7985,4217,411,3176,4272,2226,2326,0,2625,4820,345,5536,8751,1258,2543,66,1351,1470,4672,2401,10353,1274,3720,4451,5240,1963,2940,290,766,406,1541,0,3646,301,1314
2020-12-16,2310,1433,2343,7123,5661,10049,48477,4381,4137,294,2306,18802,888,11541,3342,787,11905,3959,551,3928,6219,3238,2247,8184,3275,4187,905,4644,5413,1800,2800,86,1974,2319,1530,2405,9998,0,5450,4837,5273,2888,2809,246,605,277,158,0,4107,263,1142
2020-12-17,2152,1369,2261,8828,4255,9966,45833,193,3974,376,3036,19849,831,13148,3693,839,9379,3817,590,7152,6342,2975,2760,0,3775,5825,594,4439,11412,1688,2655,140,1979,2321,1362,2217,10914,44,4985,5817,4853,3214,3447,283,829,619,1255,0,4695,228,0
2020-12-18,2649,1278,2507,7377,3896,9320,44523,5488,4195,495,2881,16792,696,13000,3663,341,10223,3626,436,3584,5954,3556,2718,0,3116,6092,575,4383,9684,1455,4302,94,1901,2680,1324,2569,12697,0,5632,7635,9349,2631,3164,765,475,358,2481,0,5348,274,0
2020-12-19,2502,967,1700,7562,4191,9800,41550,6,3000,230,2692,17907,649,11682,2526,1027,8319,1944,401,0,4738,4108,2745,0,0,4242,563,4416,8567,1430,3461,100,600,0,0,2201,9919,17487,3995,5560,6192,2474,3376,130,663,477,678,0,4221,238,4365
2020-12-20,0,894,2222,6003,5175,7193,29653,22,2045,245,1537,7780,933,8401,2292,480,7131,1847,208,3877,6492,4968,2685,0,3703,5089,390,0,8377,1062,2869,100,2437,0,0,2054,9957,0,3845,5366,6898,2015,1754,174,462,108,927,0,2547,259,1128
2020-12-21,3965,919,1167,4699,3171,7940,20715,0,1782,85,1457,10280,0,11015,2146,428,10057,5005,339,4038,3866,2596,1985,0,1132,3094,784,5042,6548,815,2327,90,600,4595,3447,2265,9007,4032,7516,0,5258,0,1945,455,240,198,726,0,2381,139,995
2020-12-22,1076,1715,2191,6239,4603,7963,48276,0,3067,337,1941,21147,0,10434,2514,598,5851,4024,458,3593,3673,2188,1702,0,3698,6213,0,3486,7678,1268,2322,75,1276,1583,1318,2324,9716,1255,2075,0,5609,0,3033,262,614,363,1226,0,4979,160,0
2020-12-23,2938,0,2634,6762,4772,9475,48864,0,3283,268,2893,23363,0,11384,2949,539,6936,3740,748,4652,4679,3656,1513,6043,2971,5162,0,3868,7789,1167,4175,72,1999,1745,898,2465,11937,2302,0,0,0,0,2987,285,566,445,1307,0,4758,326,2599
2020-12-24,2186,2640,2326,7037,4704,9360,45145,0,2850,227,3204,17064,0,13147,3028,836,6132,2276,735,4784,6204,3277,1884,0,2565,7898,0,0,8829,1924,2798,100,1425,2038,851,2866,12568,2905,30,0,0,0,0,0,403,361,695,0,4232,210,1303
2020-12-25,0,0,1527,5742,5060,7174,26636,0,1639,274,2122,4335,0,0,2659,641,6667,578,321,4078,5443,0,0,0,3,5123,0,0,0,1456,0,0,1473,0,0,2432,12446,0,0,0,0,0,0,0,0,200,764,0,3623,0,0
2020-12-26,3402,0,845,3293,3999,7480,12967,0,362,111,702,2694,0,17042,1430,814,6646,2419,0,1583,3836,3955,2142,0,0,3677,0,7877,11018,604,3864,185,396,0,0,2280,10806,0,0,0,0,0,5260,473,494,160,202,0,1032,274,4241
2020-12-27,572,3623,1365,3767,2320,4973,34538,0,2873,110,908,8046,0,7391,1402,573,4897,2205,333,3998,1831,2631,2516,0,3224,2954,0,0,5857,742,7287,64,620,0,0,1758,7623,0,0,0,0,0,1522,63,389,259,599,0,2172,492,0
2020-12-28,1396,794,1701,4453,2744,3748,26103,15432,1567,90,1651,14829,5128,8198,1648,443,3380,6087,439,2599,2450,3448,1076,0,817,3150,2843,3546,4519,691,1871,91,540,8457,3724,1985,10407,0,0,50826,30683,15541,1454,504,218,310,854,0,2266,140,0
2020-12-29,730,1513,1943,5644,49748,8588,57628,120,3163,295,2718,32552,1027,12075,1742,701,3550,4543,0,4124,4000,1194,973,0,3946,5855,0,3966,7526,1216,2552,82,1475,767,682,1878,11438,0,3659,2799,1550,2702,2976,219,429,132,1029,0,3910,193,0
2020-12-30,1713,1340,3023,7374,5902,8984,58487,6279,3533,0,3184,21469,545,13871,2451,407,8088,4622,1180,4047,4737,3249,1997,4854,6744,5465,550,4750,8178,1310,2873,74,1652,1696,1033,2628,13422,16072,6135,5267,8475,2806,3770,210,872,218,1469,0,5016,223,10107
2020-12-31,4435,1210,2756,8009,5823,8972,54029,79,3594,0,2708,18725,786,17192,3223,860,6708,3824,698,5224,6476,3906,2195,0,4035,8498,442,0,9632,1678,4032,136,1703,2045,1649,2973,16802,8080,6887,7718,6673,4545,0,276,255,433,1501,0,4406,225,0
2021-01-01,2244,0,2575,7201,6423,7721,35642,4826,2086,939,4304,16311,0,0,3079,608,9188,1252,1014,5193,6295,0,0,0,0,8720,0,0,0,1278,0,0,2131,0,0,3557,16497,0,0,10060,0,101,0,0,0,301,871,0,4521,269,0
2021-01-02,1825,1123,1891,4762,6004,9201,18829,0,1129,122,2000,4763,1156,31518,2010,809,6692,2620,349,3993,5315,5119,2530,0,0,6604,818,9533,14293,1238,5211,277,708,4412,0,2952,15074,0,8542,8883,21023,5261,8709,164,383,519,565,0,3711,257,0
2021-01-03,2678,310,1784,4469,4177,4568,37177,5,2593,150,2033,16095,1266,10602,2077,611,7203,2634,377,4990,2989,8017,2712,0,5782,5077,704,0,6808,1014,8951,104,1122,0,0,2148,11368,8496,3100,17234,6487,1799,2853,302,428,313,686,0,2476,255,19842
2021-01-04,0,798,1616,5059,3063,3302,26679,3976,2773,197,1306,18182,878,11255,2185,849,3517,6568,593,3742,3617,2699,3142,0,1134,4028,109,5490,5942,922,3803,80,602,4516,4544,2483,11209,1185,4358,5158,5184,2480,2319,381,283,191,670,0,2160,140,0
2021-01-05,1381,1534,1767,6839,6266,8818,60050,129,4054,258,4107,31630,664,15433,3458,767,4054,4975,525,4427,3412,1497,1574,0,4466,6100,434,3031,7580,1184,2601,165,1813,2332,1035,1956,12666,2330,22110,5932,5288,2592,1693,313,731,221,1411,3217,5499,262,2100
2021-01-06,4329,1267,2791,7569,5808,9474,54659,5456,4496,338,3705,24010,846,17783,510,629,8417,4464,535,5387,6149,3305,2326,6726,6878,5592,608,4856,7814,1485,5162,120,2785,2486,735,3146,16648,5234,6419,7206,6952,3907,5705,321,674,199,1126,142,4591,316,0
2021-01-07,3362,1066,0,8757,6326,9698,50505,114,4174,324,3323,24578,423,19816,5521,1220,7370,3872,788,5378,7279,3781,1983,0,4530,7069,448,4188,10251,1835,4877,245,1930,3304,862,2970,17636,0,7136,9913,10398,4642,4889,278,689,340,1407,350,5046,268,2801
2021-01-08,2829,1086,5430,9277,14260,10178,45207,5308,3418,282,2944,23520,891,19530,3188,554,7353,3609,614,5239,6098,5232,2375,0,3371,10382,449,3969,9535,1637,6064,216,2058,3236,1763,3732,18832,0,7635,11658,10028,3659,4737,479,789,336,1049,235,5057,357,1885
2021-01-09,2601,977,0,6717,1354,10045,41232,34,2974,113,2886,23290,0,15445,2837,972,6061,1770,278,5798,5964,4289,2469,0,6,8957,321,2898,8374,1498,5908,171,1659,0,0,3758,16943,0,7110,11094,11581,2661,4230,72,572,383,983,248,4863,350,0
2021-01-10,2241,432,5417,4711,5646,7506,28525,0,2126,0,3330,15855,1448,12313,2200,798,7224,1663,312,5141,5091,6487,2159,0,5398,7162,417,0,6088,1203,4441,177,1330,0,0,3310,15355,0,5396,11201,8833,2266,3223,113,222,340,365,198,2750,334,0
2021-01-11,1640,572,1227,4776,5334,5250,18839,5156,1910,0,1268,14834,707,11576,1677,554,5385,4411,716,4517,3685,3885,979,0,1405,6330,181,5129,7892,930,3129,111,425,7364,3760,3012,13714,7598,0,8995,5936,1451,2065,563,329,268,722,172,2097,202,0
2021-01-12,0,1034,1648,6642,4587,7290,41940,130,3027,409,3209,26052,841,14896,1511,619,3787,3137,829,4551,3150,2209,1315,0,4699,5994,242,2468,7981,887,1703,169,0,3689,1173,2665,15214,0,9145,8559,6842,2213,2977,677,424,180,956,114,3843,430,0
2021-01-13,2583,0,1942,5862,7880,8028,38356,0,3087,175,2467,26082,977,13990,2435,727,4751,2875,805,4621,3648,3908,1488,7553,2899,5666,452,3125,6701,1145,6021,121,3413,3529,1329,2516,14577,0,5278,5629,5107,5053,4609,217,576,168,1464,106,3145,177,0
2021-01-14,3222,2084,1948,6652,7097,7167,34518,4532,2876,242,2491,24325,653,13720,2405,892,4120,2814,825,5288,4381,3141,1581,0,5312,6364,318,3298,7654,1424,5802,204,1163,968,1137,2948,13661,12182,5545,7311,9853,2821,4064,412,457,289,899,767,3591,220,7261
2021-01-15,0,1113,2342,6642,6369,6060,31526,3926,2706,221,3124,27204,722,16875,2282,662,6159,2205,439,4788,4672,3537,1627,0,3698,7345,424,2990,7149,1262,4787,162,1346,1878,1012,2924,19942,0,5074,9146,8914,2490,3914,207,525,340,765,0,2952,320,0
2021-01-16,3884,806,2680,5343,5999,7166,28888,21,2408,114,2543,24657,445,12119,2023,645,2763,1443,338,6769,3887,3621,1485,0,0,6928,341,2222,7064,1088,6455,179,1333,0,0,3292,15998,0,5657,8715,7986,2126,3075,160,421,296,108,154,3153,397,0
2021-01-17,1468,278,1606,4162,5135,0,19782,53,1890,148,976,16402,919,11093,1501,922,6938,1188,318,9913,3168,3313,1332,0,4103,5381,265,0,5248,744,5762,144,731,0,0,2414,13842,0,4283,6981,10744,1642,2349,295,335,201,967,123,1917,314,0
2021-01-18,0,0,1457,3385,3854,10029,13395,3317,1169,71,1108,11590,0,8002,1190,616,2569,2919,393,7230,2498,1835,969,0,999,4377,114,3343,4312,625,3280,163,0,6703,0,1769,12185,6153,3224,5400,0,1081,1983,345,183,223,286,120,1429,182,4705
2021-01-19,2384,1224,1193,4318,4628,5380,23510,152,1933,138,1332,9476,1845,6505,1682,401,1618,2602,703,4536,2735,1561,919,0,1732,0,104,0,4989,692,2854,101,457,2094,3209,1972,12512,2058,2567,6417,5927,1349,2246,214,288,156,214,58,2516,226,0
2021-01-20,0,810,1702,4822,5440,5984,27834,3602,1851,153,2520,31255,728,15225,1373,464,15911,2339,673,4525,2886,1988,1225,5756,2902,10645,276,4740,6378,881,5525,150,2259,1915,674,2167,13364,0,3987,4845,6414,2151,3417,202,393,172,2021,74,3112,144,1868
2021-01-21,2334,612,2290,4979,5049,10990,25095,228,2570,148,3106,22360,857,12873,1982,748,3173,2287,640,3990,3624,2686,1268,0,3732,5902,336,2512,7271,987,4649,109,1709,1662,832,2166,13886,4119,4821,9398,7188,2072,3702,300,393,193,873,119,2881,209,934
2021-01-22,1813,598,2050,7042,4202,0,22237,3223,2304,197,2162,22646,657,13719,1800,710,4865,2009,327,4154,3494,2946,1505,0,1941,6441,315,2539,4278,908,4696,179,1319,2019,866,2396,15144,2162,4935,8099,7436,2643,2758,159,400,165,893,131,3551,293,991
2021-01-23,1494,522,1856,5152,7144,5797,19774,28,2012,153,1612,17672,625,12311,1957,682,2855,1147,188,4886,3102,4157,1542,0,0,6572,248,1827,5859,849,4601,149,1368,0,0,2392,13786,1948,4330,7316,7181,1742,3276,0,362,282,481,133,3355,172,1138
2021-01-24,1172,186,1196,3292,5277,3973,13495,0,1357,97,1068,11565,761,9535,1318,660,4558,867,260,3782,2520,2941,1182,0,3598,4219,186,0,4481,626,4536,124,843,0,0,2145,12720,0,3750,7217,6096,1517,2435,315,241,250,264,151,1728,224,544
2021-01-25,0,527,927,2944,4142,3916,10473,2543,1110,57,640,6319,431,8720,1179,616,1604,2709,659,6165,2189,1763,793,0,2093,3533,50,3347,4333,491,3092,133,454,5817,1748,1686,12003,1943,3477,5314,4633,849,1341,164,157,123,566,121,1839,204,516
2021-01-26,1933,559,1452,3667,4773,4649,19734,124,1571,132,2485,26274,404,9594,1157,299,1878,1968,459,4735,1727,1571,706,0,2616,5695,204,2055,4263,600,2250,120,800,1267,768,1482,11064,1341,2215,4755,3967,1457,2666,90,349,91,351,64,2899,195,1135
2021-01-27,1016,619,2074,3751,4813,5874,17718,2965,807,154,1777,19613,391,8408,1639,342,3239,1614,286,5233,2238,2686,829,4928,3858,4076,230,2085,5366,751,3564,94,1107,2440,708,1939,10959,1807,3022,5918,5597,1960,2403,216,373,97,614,103,3178,165,0
2021-01-28,0,508,1804,4191,4749,6036,15691,218,1744,145,1892,18220,695,11423,1439,663,2327,1790,361,5126,2819,2320,1316,0,2493,5379,189,2255,5431,672,3938,144,1261,1426,720,2190,13398,2442,4222,4671,6491,1775,2964,62,390,167,817,99,3644,267,0
2021-01-29,2383,635,2186,4156,5987,9531,14669,2071,1695,153,1707,19076,580,10976,1721,440,3772,1863,355,4233,2636,2787,1113,0,2367,4786,160,2139,4875,1079,4464,134,952,1258,947,1880,12579,1939,2781,5028,6959,1513,2609,260,325,170,82,115,2852,282,2519
2021-01-30,1058,329,1528,3345,5273,5303,12923,16,1172,104,1824,19114,524,15019,1598,616,2299,987,158,4323,2339,2373,1073,0,0,4876,115,1511,4191,741,4152,174,1065,0,0,2097,12804,1928,3957,5119,6168,1474,2651,14,517,189,906,115,0,248,859
2021-01-31,948,0,811,2428,4285,3985,9945,0,794,66,881,11490,333,7788,1163,520,3768,875,220,2558,1724,2882,988,0,3350,3000,181,0,3011,525,3601,134,757,0,0,1747,10793,0,2546,5025,5005,1145,1766,203,187,76,142,82,4057,210,681
2021-02-01,819,0,705,2312,3512,2854,7815,1981,1359,53,1226,31811,363,5730,884,424,2098,2150,419,2861,1709,1396,721,0,965,2581,61,2572,3287,486,2530,118,292,3931,1644,1163,8508,1738,2270,3741,3670,636,1617,142,121,120,297,90,1221,136,431
2021-02-02,0,973,825,2304,3156,4410,15173,147,1565,117,1510,23047,0,10533,935,201,1805,1788,275,2740,1541,1296,604,0,2603,2964,116,1433,3657,432,1988,113,844,2568,605,905,8215,1357,1963,2938,2926,1200,2431,79,314,151,464,64,2058,130,510
2021-02-03,1560,504,791,3314,2310,3128,12469,0,1747,138,2426,17620,659,6979,1269,290,1124,1631,304,2959,1427,2119,634,4017,2041,3816,213,1717,3991,670,2890,133,1197,482,627,942,5925,1602,0,2285,12090,1569,2581,160,426,142,542,74,2138,61,535
2021-02-04,881,405,1210,3328,3291,3370,11548,2186,1437,98,2469,15283,400,7711,0,239,3499,1395,267,3059,2360,2782,1410,0,2760,3849,0,1885,4120,559,3084,174,977,937,715,1554,7414,1584,4788,4428,5484,0,2493,180,301,207,507,106,2767,166,574
2021-02-05,888,404,1210,3660,4230,4688,10069,2449,1098,61,1824,14493,490,11543,3447,323,2960,1276,0,5069,1484,2662,1048,0,866,3527,0,1754,3683,582,6096,109,804,1431,818,1547,8777,1493,2959,3826,5547,2474,2256,108,347,172,486,99,1496,269,597
2021-02-06,0,240,1036,3062,4509,3933,9395,22,728,38,1341,13897,459,7487,1542,285,2259,745,266,4712,2819,2053,993,0,0,3222,491,1186,3549,421,3014,154,555,0,0,1500,0,775,3400,3471,4172,1229,1994,44,260,265,354,107,1993,243,549
2021-02-07,1533,0,900,2060,4329,4714,6778,0,634,45,674,6959,343,6623,1034,761,3683,561,154,2946,1732,2174,903,0,1962,3153,98,0,2138,343,3385,134,536,0,0,1566,21277,0,3005,1544,4655,910,1529,25,77,92,272,75,1120,158,519
2021-02-08,0,449,635,1747,2560,0,4933,1530,898,28,636,7485,111,5737,992,337,1368,1421,200,1702,1033,1040,565,0,1178,2489,54,2059,1926,311,2030,146,264,4367,1281,903,8448,3068,1276,2251,3103,495,1004,139,119,201,137,63,933,101,394
2021-02-09,546,451,656,2082,3578,6592,9384,52,1041,20,1475,13329,398,7026,935,279,1307,1063,217,3330,1140,1070,576,0,1363,2581,123,992,3096,413,1908,60,707,869,513,976,7866,819,1319,4380,2790,927,2326,59,375,184,360,0,1313,145,418
2021-02-10,541,444,785,2825,4369,3378,7666,1869,1377,56,1093,12897,372,7536,757,251,2810,959,253,3185,1438,1662,650,2976,366,2449,174,1234,3392,509,2829,36,1035,888,543,1137,7101,783,1920,1984,3833,1337,1913,65,307,68,472,53,1390,67,431
2021-02-11,1236,321,910,2838,3655,3978,7442,87,1145,105,1130,11890,383,8523,1723,414,0,1015,175,3698,1708,1676,895,0,2696,3333,279,1508,2806,534,3147,131,843,1003,607,1199,10099,1345,2213,1872,4564,1131,1871,102,247,162,358,91,1556,185,470
2021-02-12,631,351,984,2598,3735,3987,6565,1249,882,100,567,12502,446,7618,2087,388,1147,962,201,3210,1426,1417,1045,0,1178,2450,206,1539,3305,400,3870,142,737,838,495,1112,8404,1006,2228,2409,4139,1129,1435,94,220,171,441,68,1092,137,469
2021-02-13,810,259,695,2092,3758,4088,6168,0,543,0,955,11282,416,7515,1211,409,458,513,160,3207,1231,1460,944,0,0,2790,138,953,2799,565,2983,147,646,0,0,1159,8763,880,1949,1792,4119,949,760,0,234,134,1201,67,1169,126,394
2021-02-14,0,0,1094,1631,2167,2573,4378,0,434,0,467,6933,292,5435,856,331,0,337,105,2559,1218,1265,775,0,1298,1713,111,0,1809,282,4153,115,459,0,0,847,8316,0,1820,1945,3178,684,1708,64,110,108,191,46,1061,122,302
2021-02-15,514,0,544,1420,1446,1959,3516,1283,809,0,325,3889,221,3615,533,236,0,713,147,1533,777,732,602,0,549,1731,60,1446,1915,190,1725,185,210,2905,0,722,6365,0,1480,1339,2450,565,725,0,134,0,111,33,671,83,300
2021-02-16,657,461,733,1348,3636,2364,5155,31,800,308,175,3348,186,6513,666,130,0,796,96,1787,903,505,455,0,0,1837,215,1125,2029,299,1435,55,503,580,1298,516,6753,1699,967,1132,1999,511,1234,199,127,93,171,17,871,130,237
2021-02-17,0,408,684,1795,4096,3410,5661,1288,859,117,662,3766,731,7139,1134,212,923,764,104,2378,912,1078,758,2444,645,2197,94,1243,1817,272,1916,79,625,534,382,759,6092,1061,1322,1315,3167,914,1012,94,235,135,315,29,690,49,296
2021-02-18,0,286,134,1966,3276,3350,5050,89,932,132,247,3131,434,5104,1236,271,865,918,218,2296,756,618,909,0,821,2244,187,1199,2280,407,2675,153,627,547,456,986,6794,1200,1803,1143,3918,1148,972,81,206,748,283,65,1189,121,360
2021-02-19,1255,315,360,2219,3059,2780,4438,1934,825,0,270,2937,368,6684,1279,329,1467,797,134,2178,1038,871,993,0,446,2177,148,1474,2319,312,2893,102,562,1198,477,1008,8710,898,1679,1918,3224,854,1943,149,273,0,382,48,848,160,304
2021-02-20,363,196,350,1922,2876,2813,4161,0,471,192,515,6486,0,7279,1119,350,1031,494,140,1914,1403,977,871,0,0,2388,148,820,2619,425,3340,108,559,0,0,763,7692,890,1822,2041,3436,764,1333,0,269,203,283,23,774,92,297
2021-02-21,301,0,403,1585,1808,1908,3081,0,446,53,284,4484,646,5065,804,201,1387,409,129,2237,897,1029,879,0,1845,1465,139,0,1448,315,2872,134,390,0,0,618,6610,0,1316,1810,2558,685,977,111,135,397,199,18,777,95,250
2021-02-22,0,434,229,1246,2926,1519,2590,792,750,34,243,6365,252,4152,680,0,905,980,97,1134,812,499,554,0,494,1312,30,1659,1601,233,1440,115,196,2233,944,611,6146,1169,1150,0,2118,338,531,103,33,0,144,134,673,107,234
2021-02-23,557,0,348,1665,3150,0,4713,0,849,101,830,11809,0,5610,1098,0,841,713,142,1751,675,360,502,0,1374,2291,0,1786,2775,312,1323,83,615,1357,511,662,6654,731,1114,4000,1536,716,1488,42,224,106,340,0,1403,0,286
2021-02-24,506,283,670,2022,3116,5614,4046,1052,942,115,798,7517,593,7127,1162,0,1884,591,164,1958,1010,802,752,2070,875,2053,474,1552,1854,445,2132,77,719,1493,418,862,6189,871,1788,0,3335,0,1291,43,202,12,416,97,1296,0,255
